Var1
128824000
17864000
124770001
131845000
163039000
163460000
164186000
164402000
165175000
27197000
29856000
30700000
30845000
31377000
32163000
32529000
32548000
32678000
32681000
32830000
32920000
33807000
34114000
34477000
34545000
34719000
34858000
35837000
36017000
36991000
38741000
39090000
39137000
39911000
42058000
45122000
45355000
45585000
45610000
45635000
45692000
45743000
45773000
46282000
46614000
46622000
46856000
47323000
47706000
47773000
48022001
51498001
82169000
124011000
124096000
124141000
124165000
124178000
124179000
124780000
124787000
124790000
124864000
124879000
124917000
125199000
125214000
125239000
125419000
125499000
128364000
128377000
128536000
128549000
128582000
128624000
128679000
128874000
128883000
128897000
129142000
129158000
129322000
129464000
129761000
130043000
130140000
130321000
130328000
130371000
130399000
130435000
130466000
130478000
130494000
130556000
130569000
130571000
130599000
130679000
130696000
130719000
130774000
130843000
130887000
130900000
130955000
130956000
131060001
131352000
131591000
131667000
131719000
131755000
131778000
131795000
131878000
131879000
131880000
133577000
133608000
133683000
133684000
163009000
163066000
163109000
163111000
163369000
163540000
163600000
163610000
163738000
164169000
164401000
164427000
164451000
164621000
164643000
164681000
164755000
164938000
165188000
165195000
165284000
20131001
47946000
47952000
47963000
47972000
47979000
47983000
48003000
48008000
48013000
48016000
48018000
48020000
48028000
48030000
48052000
48054000
48060000
48073000
48075000
48078000
48080000
48084000
48087000
48090000
48092000
48110000
48112000
48113000
48117000
48118000
48121000
48123000
48126000
48140000
48149000
48153000
48166000
48170000
48172000
48175000
48180000
48182000
48188000
48195000
48196000
48197000
48207000
48210000
48211000
48214000
48222000
48223000
48236000
48251000
48253000
48254000
48297000
48301000
48303000
48305000
48306000
48326000
48339000
48351000
48370000
48372000
48386000
48387000
48406000
48411000
48413000
48419000
48446000
48447000
48452000
48455000
48462000
48467000
48468000
48472000
48481000
48499000
48502000
48503000
48507000
48518000
48524000
48545000
48553000
48554000
48556000
48559000
48560000
48564000
48568000
48570000
48572000
48589000
48595000
48596000
48600000
48604000
48615000
48632000
48645000
48657000
48660000
48697000
48713000
48714000
48715000
48726000
48727000
48731000
48735000
48740000
48741000
48753000
48757000
48786000
48788000
48820000
48824000
48827000
48833000
48840000
48851000
48865000
48873000
48896000
48904000
48905000
48907000
48912000
48914000
48929000
48933000
48946000
48953000
48954000
48963000
48966000
48976000
48982000
48993000
49007000
49017000
49031000
49032000
49037000
49041000
49044000
49057000
49058000
49065000
49066000
49074000
49092000
49101000
49102000
49110000
49124000
49141000
49142000
49146000
49161000
49165000
49175000
49180000
49181000
49182000
49196000
49228000
49239000
49241000
49244000
49248000
49251001
49270000
49276000
49300000
49304000
49309000
49313000
49331000
49332000
49333000
49345000
49351000
49376000
49379000
49381000
49387000
49390000
49397000
49404000
49411000
49433000
49438000
49442000
49467000
49471000
49482000
49483000
49484000
49487000
49495000
49511000
49530000
49531000
49535000
49549000
49552000
49564000
49565000
49568000
49574000
49580000
49591000
49592000
49600000
49623000
49624000
49631000
49651000
49653000
49659000
49663000
49664000
49668000
49678000
49682000
49684000
49689000
49695000
49703000
49708000
49716000
49735000
49743001
49751000
49763000
49764000
49767000
49774000
49780000
49793000
49838000
49851000
49865000
49883000
49890000
49904000
49911000
49913000
49928000
49935000
49937000
49940000
49943000
49945000
49952000
49953000
49960000
49974000
49992000
50004001
50012000
50018000
50029000
50033000
50051000
50067000
50076000
50085000
50087000
50092000
50095000
50096000
50104000
50146000
50147000
50148000
50150000
50152000
50157000
50158000
50176000
50184000
50189000
50193000
50195000
50213000
50251000
50252000
50259000
50262000
50273000
50291000
50293000
50314000
50335000
50336000
50346000
50367001
50371000
50373000
50400000
50406000
50407000
50408000
50409000
50415000
50419000
50430000
50452001
50471000
50476000
50477000
50488000
50505000
50520000
50524000
50529000
50543000
50548000
50555000
50577000
50579000
50585000
50591000
50600000
50602000
50605000
50608000
50611000
50613000
50615000
50619000
50633000
50670000
50679000
50692000
50697000
50703000
50726000
50757000
50760000
50762000
50763000
50772000
50780000
50787000
50796000
50797000
50801000
50813000
50816000
50825000
50852000
50854000
50856000
50871000
50875000
50877000
50881000
50898000
50900000
50908000
50918000
50940000
50951000
50953000
50995000
50999000
51011000
51015000
51027000
51036000
51040000
51050000
51052000
51055000
51056000
51102000
51123000
51134000
51139000
51142000
51143000
51153000
51166000
51167000
51183000
51185000
51192000
51194000
51197000
51200000
51202000
51204000
51206000
51213000
51215000
51216000
51227000
51228000
51232000
51244000
51251000
51256000
51258000
51261000
51265000
51288000
51289000
51310000
51315000
51325000
51338000
51343000
51362000
51370000
51374000
51390000
51400000
51410000
51412000
51414000
51428000
51443000
51448000
51452000
51454000
51459000
51472000
51485000
51517000
51527000
51537000
51541000
51543000
51548000
51575000
51583000
51599000
51605000
51611000
51617000
51643000
51665000
51666000
51671000
51677000
51693000
51695000
51717000
51765000
51783000
51784000
51801000
51805000
51821000
51822000
51829000
51847000
51854000
51860000
51868000
51869000
51873000
51876000
51877000
51881000
51883000
51887000
51888001
51898000
51902001
51912001
51914000
51923000
51927000
51937000
51960000
51964000
51975000
51984001
51997000
52007000
52016000
52023000
52026000
52046000
52055000
52061000
52082000
52086000
52090000
52092000
52093000
52105000
52123000
52125000
52129000
52148000
52177000
52181000
52183000
52204000
52207000
52214000
52218000
52220000
52241000
52251000
52259000
52293000
52303000
52310000
52311001
52316000
52320000
52327000
52328000
52329000
52331000
52339000
52348000
52360000
52382000
52383000
52386000
52401000
52402000
52404000
52434000
52440001
52449000
52462000
52482000
52483000
52492000
52496000
52500000
52543000
52578000
52589000
52594000
52603000
52605000
52608000
52611000
52614000
52618000
52631000
52650000
52658000
52659000
52708000
52710000
52711000
52716000
52719000
52750000
52768000
52800000
52802000
52808001
52818000
52830000
52834000
52835001
52837000
52847000
52857000
52859000
52881000
52892000
52930000
52939000
52966000
52968000
52978000
52984000
53010000
53012000
53027000
53035001
53074000
53089000
53092000
53099000
53156000
53164000
53188000
53199000
53200000
53203000
53204000
53213000
53224000
53228000
53240000
53256000
53267000
53271000
53278000
53286000
53315000
53325000
53326000
53355000
53356000
53357000
53372000
53377000
53393000
53399000
53410000
53417000
53434000
53444000
53448000
53458000
53472000
53488000
53511000
53553000
53564000
53578000
53580000
53594000
53597000
53600000
53611000
53612000
53622000
53626000
53627000
53648000
53658000
53663000
53665000
53666000
53668000
53681000
53693000
53699000
53700000
53706000
53710000
53712000
53716000
53721000
53724000
53736000
53738000
53743000
53751000
53762000
53763000
53804000
53806000
53807000
53808000
53812000
53826000
53828000
53829000
53842000
53853000
53855000
53863000
53866000
53885000
53886000
53889000
53903000
53904000
53906000
53917000
53918000
53922000
53932000
53937000
53941000
53944000
53953000
53965000
53967000
53992000
54001000
54004000
54006000
54011000
54019000
54026000
54047000
54051000
54059000
54060000
54073000
54090000
54107000
54108000
54130000
54138000
54142000
54145000
54161000
54162000
54169000
54171000
54179000
54194000
54195000
54196000
54200000
54203000
54216000
54218000
54220000
54223000
54238000
54249000
54255000
54275000
54287000
54290000
54305000
54309000
54311000
54312000
54321000
54330000
54334000
54335000
54350000
54373000
54375000
54376000
54377000
54383000
54392000
54411000
54414000
54430000
54431000
54761000
54781000
54783000
55051000
55055000
55075000
58092000
58461000
58462000
78714000
78726000
78731000
84245000
87153000
87731000
89215000
89217000
89220000
92065000
92066000
92068000
92069000
92071000
92072000
92073000
92075000
92076000
92077000
92078000
92083000
92084000
92085000
92086000
92087000
92088001
92089000
92091000
92092000
92093000
92262000
92263000
92267000
92268000
92271000
92272000
92273000
92277000
92278000
92279000
92290000
92291000
92295000
92296000
92300000
92301000
92302000
92303000
92304000
92305000
92310000
92311000
92312000
92315000
92317000
92318000
92462000
92480000
92551000
92918000
92949000
93000000
93031000
93047000
93051000
93052000
93174000
93180000
93616000
93636000
93644000
