Var1
131845000
29856000
30700000
32163000
42058000
46282000
82169000
124011000
124165000
124178000
124787000
124790000
128364000
128377000
129158000
130371000
130494000
130571000
130679000
130843000
130900000
130955000
131060001
164643000
165195000
20131001
47946000
47979000
48016000
48078000
48080000
48123000
48170000
48175000
48180000
48195000
48196000
48207000
48210000
48236000
48301000
48303000
48305000
48326000
48419000
48468000
48502000
48518000
48559000
48560000
48564000
48568000
48589000
48600000
48660000
48697000
48713000
48726000
48757000
48824000
48827000
48851000
48904000
48907000
48914000
48929000
48946000
48953000
48963000
48976000
49017000
49037000
49041000
49044000
49058000
49065000
49101000
49102000
49165000
49175000
49180000
49181000
49182000
49239000
49248000
49251001
49270000
49313000
49332000
49351000
49376000
49390000
49433000
49442000
49483000
49495000
49511000
49530000
49531000
49564000
49565000
49574000
49624000
49631000
49659000
49664000
49668000
49684000
49695000
49703000
49743001
49865000
49904000
49911000
49937000
49943000
49960000
49974000
50012000
50018000
50029000
50076000
50085000
50087000
50092000
50096000
50104000
50150000
50176000
50251000
50262000
50273000
50335000
50336000
50346000
50371000
50373000
50400000
50407000
50408000
50419000
50430000
50452001
50471000
50505000
50524000
50529000
50555000
50577000
50585000
50591000
50611000
50613000
50703000
50763000
50797000
50816000
50852000
50854000
50875000
50881000
50918000
50940000
50999000
51123000
51139000
51142000
51166000
51167000
51183000
51185000
51192000
51200000
51204000
51213000
51216000
51244000
51261000
51288000
51289000
51325000
51400000
51410000
51412000
51414000
51443000
51448000
51454000
51459000
51485000
51541000
51543000
51575000
51599000
51611000
51665000
51671000
51693000
51717000
51765000
51784000
51801000
51805000
51821000
51822000
51847000
51860000
51876000
51914000
51927000
51937000
51964000
51984001
52007000
52016000
52026000
52055000
52082000
52181000
52204000
52207000
52220000
52241000
52251000
52386000
52404000
52440001
52449000
52482000
52483000
52500000
52603000
52605000
52608000
52611000
52614000
52631000
52650000
52659000
52711000
52800000
52802000
52808001
52881000
52892000
53010000
53203000
53213000
53271000
53488000
53580000
53600000
53622000
53648000
53658000
53666000
53668000
53721000
53736000
53751000
53762000
53763000
53853000
53886000
53889000
53903000
53904000
53932000
54026000
54051000
54073000
54108000
54142000
54161000
54169000
54216000
54223000
54255000
54275000
54309000
54312000
54334000
54350000
54383000
54411000
55055000
58092000
78726000
78731000
84245000
87153000
87731000
89215000
92069000
92267000
92949000
93031000
93047000
93051000
65103000
60668000
77472000
93841000
